322.1	8.2	6.323	6.394	0.741	0.100	9.65	9.52	3.9	
323.2	-8.0	2.569	7.940	0.655	0.088	9.95	9.69	-13.1	
123.3	26.5	3.970	1.973	0.595	-0.007	4.92	4.74	-17.4	
265.5	-3.8	4.640	8.030	0.928	0.281	10.18	10.03	5.7	
276.6	-4.2	4.371	7.570	0.774	0.209	10.08	9.88	-27.9	
262.9	-1.9	20.397	7.087	1.121	0.335	11.11	11.19	24.1	
268.8	-4.8	5.858	9.707	1.207	0.503	11.35	11.26	7.4	
286.0	2.4	14.097	8.576	1.070	0.392	12.11	12.07	3.5	
266.2	-3.0	23.474	8.126	1.159	0.349	12.27	12.39	22.9	
265.5	-2.2	9.550	8.290	0.898	0.250	11.73	11.66	30.9	
284.8	2.2	6.985	10.662	1.162	0.572	12.70	12.54	15.0	
283.0	0.6	6.246	13.500	1.870	1.301	13.01	12.83	28.1	
276.1	-0.6	7.134	10.254	1.246	0.667	12.04	11.89	14.8	
262.4	-7.0	3.128	5.708	0.593	0.074	8.22	7.97	24.2	
263.0	-1.4	3.128	10.053	1.044	0.515	11.12	10.87	26.3	
263.3	-7.7	2.594	8.200	0.732	0.224	9.96	9.68	22.1	
271.9	-2.6	6.924	7.662	1.181	0.448	9.68	9.62	7.9	
259.8	-1.3	7.201	11.600	1.970	1.300	11.04	10.94	51.6	
267.6	-3.2	9.841	12.756	1.611	0.917	13.92	13.92	73.9	
272.4	-3.4	6.255	11.370	1.412	0.759	12.43	12.31	16.0	
271.5	-1.4	13.195	12.536	1.580	0.979	14.25	14.23	26.0	
275.4	-1.3	5.484	11.825	1.466	0.892	12.46	12.28	29.8	
273.2	1.3	11.200	9.526	1.530	0.685	11.24	11.28	20.6	
274.1	-2.2	13.234	11.567	1.587	0.814	13.33	13.37	33.5	
72.1	-10.2	4.435	5.749	0.631	0.064	8.74	8.54	-0.9	
56.1	-0.3	7.991	7.127	1.265	0.654	9.05	8.92	-12.1	
63.8	-1.3	6.320	8.848	1.379	0.848	9.98	9.78	-16.1	
63.9	0.3	45.103	7.208	1.455	0.570	11.49	11.67	1.9	
64.9	-0.9	13.608	11.375	1.954	1.240	11.93	11.89	2.6	
